report_date,product_item_id,product,category,campaign_count,source_campaigns,daily_budget_total,spend_mtd_est,spend_30d,conv_value_30d,roas_30d
2026-07-29,asr1102a,Cititor cu amprenta si card Mifare Dahua ASR1102A,cititoare control acces,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Control Acces,4300.0,7.72,8.25,8.85,1.073
2026-07-29,ajax glassprotect wh,Detector de geam spart wireless pentru sistem de alarma AJAX GLASSPROTECT WH,sisteme de alarma wireless,1,PMax - New - Sisteme Alarma,1800.0,7.71,8.24,0.0,0.0
2026-07-29,dp-sba,"Set doua posturi de interior interfon audio, 2 familii, montaj aparent, alb, Commax DP-SBA",interfon,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Interfoane,5700.0,7.7,8.23,308.99,37.555
2026-07-29,legrand-311340,"UPS Rackabil Legrand, 1000 VA, sinusoida pura, baterie interna, 6 prize, LEGRAND-311340",rack si ups,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Accesorii Supraveghere,6600.0,7.7,8.23,0.0,0.0
2026-07-29,y-p3-wam,"Bratara de tip Pager Y-P3-WAM, pentru personal medical/hotelier, LCD1.54"", compatibil cu sisteme de apel wireless, IP67",alte aplicatii de control acces,2,DGen - All other categories | PMax - New - Control Acces,1600.0,7.7,8.23,0.0,0.0
2026-07-29,ds-1602zj-corner,"Suport de colt pentru camere, Hikvision, lungime brat 312mm, DS-1602ZJ-CORNER",alimentatori si surse,1,PMax - New - Accesorii Supraveghere,3300.0,7.7,8.23,0.0,0.0
2026-07-29,1722b3,Grup transmisie LINEAR 24 King Gates 1722B3,accesorii automatizari porti,1,PMax - Purchase - Accesorii,3300.0,7.69,8.22,0.0,0.0
2026-07-29,ub-am,"Suport Ubiquiti UB-AM, pentru montarea dispozitivelor pe perete, alb",pc si multimedia,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.68,8.21,0.0,0.0
2026-07-29,xvr1b04-i,"DVR Pentabrid Dahua Eco Series WizSense XVR1B04-I, 4 canale audio prin coaxial 1080N",dvr,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.66,8.19,0.0,0.0
2026-07-29,4932499410,"Element prindere Milwaukee 4932499410, chei tubulare, suport, adaptor",accesorii si consumabile,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.65,8.18,0.0,0.0
2026-07-29,pr1kcs28,"Antena de retea pentru router industrial Teltonika PR1KCS28, 28dBi, 3x RG174, ABS, IP67",pc si multimedia,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.65,8.18,0.0,0.0
2026-07-29,ups-524v,"MINI UPS portabil Safer, iesire 5/9/12/15/24V, capacitate 15600mAh, UPS-524V",rack si ups,1,PMax - New - Accesorii Supraveghere,3300.0,7.65,8.18,0.0,0.0
2026-07-29,km1206,"Cablu HDMI 2.0 4K @ 60Hz, lungime 15m, Basic, KM1206",cabluri supraveghere,1,PMax - New - Accesorii Supraveghere,3300.0,7.65,8.18,0.0,0.0
2026-07-29,hm-pse-i,"Detector de fum Morley-IAS cu izolator, culoare Ivory - Honeywell HM-PSE-I",antiincendiu adresabil,1,PMax - New - Alarme antiincendiu,1100.0,7.64,8.17,0.0,0.0
2026-07-29,myym3x4,"Cablu MYYM 3x4mm 100 metri per rola, MYYM3X4",cabluri supraveghere,1,PMax - New - Accesorii Supraveghere,3300.0,7.64,8.17,0.0,0.0
2026-07-29,ss01b,"Kit suport boxe + huse transport 2 bucati, Ibiza Sound ss01B",kit-uri de sonorizare,1,PMax - New - Sonorizari,500.0,7.64,8.16,0.0,0.0
2026-07-29,mik0021,MICROFON D-30 STATIV 54CM,sisteme sonorizare home,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Sonorizari,3800.0,7.63,8.16,0.0,0.0
2026-07-29,c4,"Cablu 4 iesiri alimentare TATA, C4",alimentatori si surse,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,7.63,8.16,0.0,0.0
2026-07-29,nb-983-ng,Detector de gaz metan 4 fire NB-983-NG,sisteme alarma cablu,2,DGen - All other categories | PMax - New - Sisteme Alarma,2400.0,7.62,8.14,0.0,0.0
2026-07-29,all-kie-bypdimr3,"Bypass dimmer Shelly ALL-KIE-BYPDIMR3, compatibil cu Dimmer Gen 3, plug and play",dispozitive smart home,2,DGen - All other categories | PMax - New - SmartHome,2600.0,7.62,8.15,0.0,0.0
2026-07-29,neo-3g-2080,Comunicator 3G DSC NEO-3G-2080,sisteme alarma cablu,1,PMax - New - Sisteme Alarma,1800.0,7.61,8.13,0.0,0.0
2026-07-29,dorcas-41aadf,"Yala electromagnetica incastrabila, ajustabila, Fail secure, NO, 8-12V, DORCAS-41AaDF",inchizatori electro-mecanice,1,PMax - New - Control Acces,1000.0,7.61,8.13,0.0,0.0
2026-07-29,ls1005,"Switch 5 porturi TpLink LS1005, 10/100Mbps Rj45, tehnologie Green Ethernet, plug and play",echipamente retea,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.6,8.12,280.97,34.602
2026-07-29,fc490apl,"Cablu de conectare Bentel FC490APL, pentru programatori FC490ST si FC490SST",accesorii,1,PMax - Purchase - Accesorii,3300.0,7.59,8.11,0.0,0.0
2026-07-29,118.13.2.212,"Amortizor VIRO AIR cu pinion si cremaliera, pentru usi de maxim 110cm si 85kg, gri, 118.13.2.212",accesorii control acces,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Control Acces,4300.0,7.59,8.11,0.0,0.0
2026-07-29,ds-k1t809mx,"Terminal control acces Hikvision, card M1, PIN, exterior IP65, 1000 utilizatori, DS-K1T809MX",cititoare control acces,1,PMax - New - Control Acces,1000.0,7.59,8.11,0.0,0.0
2026-07-29,thc-b120-p(b),"Camera de supraveghere pentru exterior, HDTVI, Hikvision HiLook THC-B120-P(B), 2MP, 2.8mm, IR20, IP66, plastic",camere supraveghere exterior,3,DGen - Supraveghere | PMax - New - Supraveghere Video | PMax - Promotii - Full Assets - Male - 25 to 55,11500.0,7.58,8.1,0.0,0.0
2026-07-29,cs-t2c,"Senzor Open/Close T2C Ezviz CS-T2C pentru usa si fereastra, ZigBee, compatibil cu Gateway A3, Alarma, 2x baterie CR1632",dispozitive smart home,2,DGen - All other categories | PMax - New - SmartHome,2600.0,7.58,8.1,0.0,0.0
2026-07-29,nar0011,"Cleste sertizare BNC, Safer NAR0011",scule de mana,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.58,8.1,0.0,0.0
2026-07-29,sd5425gb-hnr,"Camera supraveghere PTZ retea Dahua SD5425GB-HNR, 4MP, zoom optic 25x, IR 150m, Starlight, WizSense, IP67, PoE+",camere ip profesionale,1,PMax - New - Supraveghere Video,10000.0,7.55,8.07,0.0,0.0
2026-07-29,xvr5108hs-i3,"DVR 8 canale HDCVI 2MP Full HD (5M-N), Recunoastere Faciala, Detectare Inteligenta Miscare, Dahua XVR5108HS-I3",dvr,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.55,8.07,6.48,0.803
2026-07-29,uacc-aoc-sfp10-10m,"Cablu retea fibra optica SFP+, 10 metri, 850nm, 10 Gbps, Ubiquiti UACC-AOC-SFP10-10M",echipamente fibra optica,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.54,8.06,0.0,0.0
2026-07-29,rfk5508,"Tastatura LED, 8 zone afisate, 5 taste programabile, 4 LED-uri, modul radio inclus, DSC RFK5508",sisteme de alarma wireless,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Sisteme Alarma,5700.0,7.53,8.05,0.0,0.0
2026-07-29,wsa6060300,"Cutie metalica cu contrapanou, 600x600x300mm, 2 incuietori, IP66, Schrack WSA6060300",echipamente fibra optica,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.53,8.05,33.89,4.21
2026-07-29,fwa505v2-eu0102f,"Router 5G interior Zyxel Nebula FWA505V2-EU0102F, Wi-Fi 6 AX3000, 4.67Gbps, 2x Gigabit LAN/WAN, Nano SIM",echipamente retea,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.53,8.05,237.4,29.491
2026-07-29,6-24372-00-0-0,"Intrerupator ventilatie ferestre desfumare G-U BKS, actionare manuala, alb, 6-24372-00-0-0",automatizari ferestre,2,DGen - Automatizari + ViewThrough Conversions from 01.07.26 | PMax - New - Automatizari Porti,5250.0,7.52,8.04,526.66,65.527
2026-07-29,ddpai-256gb,"Card Micro SD pentru Camera Auto DDPAI, Clasa 10, 256GB, Viteza ridicata, DDPAI-256GB",hard disk-uri,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.52,8.04,0.0,0.0
2026-07-29,nvr2104-4ks3,"NVR 4 canale 1U Dahua Eco Series NVR2104-4KS3, pana la 12MP, latime de banda 80Mbps, SMD, Protectie perimetru, 1 slot SATA",nvr-uri,3,DGen - Promo - NO RMKT - tROAS - PUR | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - Promotii - Full Assets - Male - 25 to 55,4100.0,7.52,8.04,0.0,0.0
2026-07-29,midrive-rc12,"Camera auto spate RC12, 70mai Midrive-RC12",camere auto,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.52,8.04,57.85,7.196
2026-07-29,km1715,"Boxa audio portabila 60W RMS cu card SD, USB si Bluetooth 15 inci, KM1715",kit-uri de sonorizare,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Sonorizari,3800.0,7.52,8.04,414.54,51.536
2026-07-29,camsoltu,"Camera de supraveghere IP cu Panou Solar, 2MP Full HD, Wireless, 3.6mm, IR 15m, Microfon Difuzor, Safer CAMSOLTU",camere ip wireless,1,PMax - New - Supraveghere Video,10000.0,7.51,8.03,0.0,0.0
2026-07-29,s0sv002130,"Camera de supraveghere wireless cu baterie, Baseus S0SV002130, Wi-Fi, 4MP, iluminare duala, stocare interna 8GB, audio bidirectional, control din apli",camere ip wireless,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,7.51,8.03,0.0,0.0
2026-07-29,sv-vdb-1a-w,"Sonerie video inteligenta wireless, Full HD 1080p, IR 6m, Wi-Fi, audio bidirectional, IP65, ASSA ABLOY SV-VDB-1A-W",sonerie,1,PMax - New - Interfoane,1800.0,7.51,8.03,0.0,0.0
2026-07-29,ut171b,"Multimetru digital profesional, ecran LCD, latime banda 100kHz, USB, UNI-T UT171B",aparate de masura,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.51,8.03,0.0,0.0
2026-07-29,l22ugs-5haxd2haxd-15s,"Acces Point exterior mANTBox ax 15s, Wi-Fi 6, antene 12dBi 2.4GHz, PoE, 1x Gigabit, 1x SFP, MikroTik L22UGS-5HaxD2HaxD-15S",echipamente retea,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.5,8.02,0.0,0.0
2026-07-29,wc0010,"Buton manual wireless de incendiu Inim FireVibes, resetabil, radio bidirectional, raza 200m, WC0010",antiincendiu adresabil,2,DGen - All other categories | PMax - New - Alarme antiincendiu,1700.0,7.5,8.02,0.0,0.0
2026-07-29,tnd-rp3 pro,"Camera IP interior Tenda TND-RP3 PRO, 3MP, Wi-Fi 6, Rotire si inclinare, detectie AI, detectie om si animale, audio bidirectional, stocare microSD",camere ip,1,PMax - New - Supraveghere Video,10000.0,7.49,8.01,0.0,0.0
2026-07-29,4932500851,"Cheie dinamometrica mecanica patrat 1/2 Milwaukee 4932500851, 40-200 Nm, precizie +/-3%, clichet 90 dinti",scule de mana,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - Scule si Unelte,7900.0,7.49,8.01,0.0,0.0
2026-07-29,asc2202b-s,"Centrala TCP/IP pentru control acces, 2 usi, bidirectionala, Wiegand, RS-485, PoE, Dahua ASC2202B-S",centrale si dispozitive stand-alone,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Control Acces,4900.0,7.49,8.01,0.0,0.0
2026-07-29,4932464563,"Cleste de taiat cabluri Milwaukee VDE, 210mm, rezistent la coroziune, certificat EN/IEC 60900, manere ergonomice, 4932464563",scule de mana,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - Scule si Unelte,7300.0,7.48,8.0,0.0,0.0
2026-07-29,gts-sfp-ge-lx,"Set module SFP Single mode BiDi/WDM conector SC, 20 KM, GTS-SFP-GE-LX",echipamente fibra optica,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.47,7.98,0.0,0.0
2026-07-29,nvr-216mh-c/16p(d),"NVR 16 canale Hikvision HiLook NVR-216MH-C/16P(D), 8MP 4K, 160 Mbps, 16x PoE, 2x SATA, HDMI, VGA",nvr-uri,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.47,7.99,0.0,0.0
2026-07-29,ds-pdmc-eg2-we(b),"Contact magnetic slim Tri-X wireless Hikvision DS-PDMC-EG2-WE(B), 868MHz, 1x baterie CR123A 3V",sisteme de alarma wireless,1,PMax - New - Sisteme Alarma,1800.0,7.46,7.97,0.0,0.0
2026-07-29,vtm117,"Cutie de montaj aparent pentru videointerfon scara de bloc, Dahua, VTM117",videointerfon,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Interfoane,5700.0,7.45,7.96,0.0,0.0
2026-07-29,rbcapl-2nd,"Acces Point Wireless Mikrotik cAP lite, RBCAPL-2ND, 2.4 GHz pentru perete sau tavan, alimentare 5-60V sau PoE",echipamente retea,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.45,7.96,0.0,0.0
2026-07-29,slt-sa-sj-(gy12)-4x100,"Fibra optica 4 fire Single Mode 1200N cu armatura, 100m, ETK SLT-SA-SJ-(GY12)-4x100",echipamente fibra optica,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.45,7.96,0.0,0.0
2026-07-29,urz3404,"UPS de 300W cu unda sinusoidala pura, compatibil cu baterii de 12V, pentru centrale termice, incarcare 10A, Kemot URZ3404",rack si ups,1,PMax - New - Accesorii Supraveghere,3300.0,7.45,7.96,0.0,0.0
2026-07-29,pfa122,"Doza conexiuni, rezistenta la apa, diametre sistem de prindere intre 56 si 101mm, DAHUA PFA122",alimentatori si surse,1,PMax - New - Accesorii Supraveghere,3300.0,7.45,7.96,0.0,0.0
2026-07-29,cs-ch1,"Sonerie Smart Wi-Fi pentru interfoane video Ezviz, 20 tonuri, sirena integrata, extender semnal Wi-Fi, instalare plug-in, CS-CH1",sonerie,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Interfoane,5100.0,7.44,7.95,129.33,16.26
2026-07-29,shelly plus ht,"Senzor de temperatura si umiditate Shelly Plus HT, Wi-Fi, USB Type C, baterii 1.5V AA (LR), montaj perete, alb",dispozitive smart home,1,PMax - New - SmartHome,2000.0,7.43,7.94,0.0,0.0
2026-07-29,bw-ws01,"Statie meteo wireless, display alb, suporta 3 senzori, monitorizeaza temperatura, BW-WS01",dispozitive smart home,2,DGen - All other categories | PMax - New - SmartHome,2600.0,7.43,7.94,0.0,0.0
2026-07-29,kx-tg1611fxh,"Telefon Panasonic DECT KX-TG1611FXH, Caller ID, Black",echipamente telecomunicatii,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.43,7.94,0.0,0.0
2026-07-29,cs-cmt-cardt128g-d,"Card de memorie Ezviz Smart MicroSD CS-CMT-CARDT128G-D, 128GB, Clasa C10/U3",hard disk-uri,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.43,7.94,0.0,0.0
2026-07-29,saf-12v-6a,"Sursa de alimentare in comutatie, 12V 6.3A, montaj pe sina DIN, Safer SAF-12V-6A",alimentatori si surse,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Accesorii Supraveghere,6600.0,7.43,7.94,0.12,0.015
2026-07-29,saf- blindp4u-tooless,"Panou metalic 4U, montaj fara suruburi, rack 19 inch, otel SPCC 1 mm, negru, SAF- BLINDP4U-TOOLESS",rack si ups,1,PMax - New - Accesorii Supraveghere,3300.0,7.43,7.94,0.0,0.0
2026-07-29,cpk-860a,"Buton aplicat verde pentru iesiri de urgenta, CPK-860A",accesorii control acces,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Control Acces,4300.0,7.42,7.93,0.0,0.0
2026-07-29,ds-2cd2527g2-ls(2.8mm)(c),"Camera supraveghere IP ColorVu Hikvision DS-2CD2527G2-LS(2.8mm) , 2MP, LED alb 30m, Microfon, PoE, IP67",camere ip,1,PMax - New - Supraveghere Video,10000.0,7.41,7.92,0.0,0.0
2026-07-29,tc-c38us 3lra-28,"Camera IP Tiandy Color Maker, 8MP, 2.8mm, iluminare duala, microfon, slot card microSD, PoE, IP67, TC-C38US 3LRA-28",camere ip,2,DGen - RMKT Only Audiences | PMax - New - Supraveghere Video,10500.0,7.41,7.92,0.0,0.0
2026-07-29,bxs-ram(w),"Detector de miscare PIR, wireless, pentru camere PTZ, 24m, 4 zone, tamper, imunitate la animale, baterie CR123A, IP55, alb, Optex BXS-RAM(W)",accesorii alarme,1,PMax - Purchase - Accesorii,3300.0,7.41,7.92,0.0,0.0
2026-07-29,saf-ipcbm8mp50es-28,"Camera supraveghere IP 4K 8MP, 2.8mm, IR50m, PoE, ONVIF, slot MicroSD, IP67, Safer SAF-IPCBM8MP50ES-28",camere ip,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,7.4,7.91,0.0,0.0
2026-07-29,23-832,"Paravan jaluzele ajustabile pentru pergola Virtuoso, actionare manuala, aluminiu, 2500x1230x2285mm, gri RAL 7016, 23-832",pergole si mobilier gradina,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.4,7.91,57.27,7.24
2026-07-29,dsp203ii,"Boxa coloana PA de interior, 20W, 100V, carcasa lemn, DSPPA DSP203II",sonorizare pa 100v,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Sonorizari,3800.0,7.4,7.91,0.0,0.0
2026-07-29,ayk6255,"Cititor de proximitate Rosslare AYK6255, Mifare Classic, iesire Wiegand 26biti, LED, IP65",cititoare control acces,1,PMax - New - Control Acces,1000.0,7.4,7.91,0.0,0.0
2026-07-29,smw-ter-cb-col,"Termostat inteligent WiFi SmartWise Color, compatibil cu aplicatia eWeLink, tip C (Contact Uscat) ecran tactil LCD color, SMW-TER-CB-COL",dispozitive smart home,1,PMax - New - SmartHome,2000.0,7.39,7.9,0.0,0.0
2026-07-29,sa-6033ads,"Amortizor hidraulic cu brat pentru usi de 40-65kg, cu blocare SA-6033ADS",accesorii control acces,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Control Acces,4300.0,7.39,7.9,149.99,18.986
2026-07-29,4932493991,"Termos rosu PACKOUT Milwaukee, 535ml, otel inoxidabil, 4932493991","dulap scule, depozitare scule",1,PMax - Scule si Unelte,4000.0,7.39,7.9,0.0,0.0
2026-07-29,yhs33,Casca operator call center pentru telefoane VOIP Yealink YHS33,echipamente telecomunicatii,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.38,7.89,0.0,0.0
2026-07-29,ztp1203b-a,"Sursa alimentare cu backup, 12V DC, ZTP1203B-A",alimentatori si surse,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,7.38,7.89,54.86,6.953
2026-07-29,ds-kv6133-wme1,"Videointerfon FULL HD, Hikvision DS-KV6133-WME1, 2 MP, IR 2.5m, Wi-Fi 2.4GHz, PoE, montare la suprafata, IP65",videointerfon,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Interfoane,5700.0,7.37,7.87,0.0,0.0
2026-07-29,ds-ps102x-r,"Sirena exterior cablata Hikvision DS-PS102X-R, 110 dB, flash LED, IP55, protectie anti-sabotaj",accesorii alarme,1,PMax - Purchase - Accesorii,3300.0,7.37,7.88,0.0,0.0
2026-07-29,sp-pt-cat5-0.25m,"Patchcord UTP Cat5e, 0.25m, AWG26, cupru-aluminiu, alb, Asytech SP-PT-CAT5-0.25M",cabluri supraveghere,1,PMax - New - Accesorii Supraveghere,3300.0,7.37,7.88,0.0,0.0
2026-07-29,ak-pc-02a,"Cablu de alimentare AK-PC-02A, 250V, 10A, 1.5m, negru, cu impamantare",cabluri supraveghere,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,7.36,7.87,0.0,0.0
2026-07-29,ds-7108ni-q1/8p(d),"NVR 8 canale, Hikvision DS-7108NI-Q1/8P(D), 6 MP, PoE, 60 Mbps, 1x port SATA",nvr-uri,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.35,7.86,0.0,0.0
2026-07-29,kab0028,"Cablu twin coaxial + alimentare 2x0.5mm, KAB0028",cabluri supraveghere,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Accesorii Supraveghere,6600.0,7.34,7.85,0.0,0.0
2026-07-29,lfp 12v/200ah,"Acumulator de inalta capacitate, LifePO4 12V - 200Ah (2400Wh), pentru panouri solare, LFP 12V/200Ah",accesorii alarme,1,PMax - Purchase - Accesorii,3300.0,7.33,7.84,0.0,0.0
2026-07-29,ds-3e0105p-e/m(b),"Switch PoE 4 canale Hikvision, 30W Max per port, DS-3E0105P-E/M(B)",echipamente retea,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.33,7.83,0.0,0.0
2026-07-29,sun2000-20k-mb0,"Invertor Solar On-Grid Hibrid Trifazat, 20kW, Huawei SUN2000-20K-MB0",sisteme fotovoltaice,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - FotoVoltaice/Solare,5300.0,7.32,7.83,0.0,0.0
2026-07-29,05/301000/bl,"Tastatura inteligenta ASSA ABLOY 05/301000/BL, Bluetooth, control aplicatie, 256 utilizatori, 2 baterii AAA",dispozitive smart home,1,PMax - New - SmartHome,2000.0,7.32,7.82,0.0,0.0
2026-07-29,tl-sg3428x,"Switch 24 de Porturi Gigabit L2, 4 Sloturi 10GE SFP+, Jetstream, TP-LINK TL-SG3428X",echipamente retea,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.32,7.83,0.0,0.0
2026-07-29,lm27-c301b,"Monitor QHD Dahua LM27-C301B, 2560x1440, 27 inch (68.5cm), 1x HDMI 1.4, 1x DP, 12V, 3A",monitoare,1,PMax - New - Accesorii Supraveghere,3300.0,7.32,7.83,0.0,0.0
2026-07-29,saf-k5l,"Sursa de alimentare 12V 1.5A, 24W, pentru exterior, Safer SAF-K5L",alimentatori si surse,1,PMax - New - Accesorii Supraveghere,3300.0,7.32,7.82,0.57,0.072
2026-07-29,lino ur03,"Receptor telecomenzi Linomatik Lino UR03, un canal, 433.92Mhz",accesorii automatizari porti,1,PMax - Purchase - Accesorii,3300.0,7.3,7.81,897.82,115.02
2026-07-29,4933478440,"Fierastrau cu banda M12 Milwaukee, subcompact, 64mm, declansator de viteza, carlig metalic, LED, 4933478440",scule electrice,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - Scule si Unelte,7900.0,7.29,7.8,1387.98,178.012
2026-07-29,tc-p3tf 128a,"Card de memorie MicroSD, 128GB, Tiandy TC-P3TF 128A, viteza scriere 30MB/s",hard disk-uri,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.28,7.78,24.33,3.127
2026-07-29,ipc-b140ha-ldf/w 2.8mm(b),"Camera supraveghere exterior 8096 4 MP, Wi-Fi 6, IR+WL 30m, audio bidirectional, detectie AI, IP66, 2.8mm, IPC-B140HA-LDF/W 2.8mm(B)",camere ip wireless,1,PMax - New - Supraveghere Video,10000.0,7.27,7.77,0.0,0.0
2026-07-29,pp6u-1m/y,"Patchcord retea CAT6 1M Galben, PP6U-1M/Y",cabluri supraveghere,1,PMax - New - Accesorii Supraveghere,3300.0,7.27,7.77,0.0,0.0
2026-07-29,bncm rcaf,"Mufa BNC Tata RCA Mama, BNCM RCAF",video balun si mufe,1,PMax - New - Accesorii Supraveghere,3300.0,7.25,7.75,34.93,4.507
2026-07-29,dorcas-41aaf,"Yala electromagnetica incastrabila Fail - Secure de tip strike, DORCAS-41AAF",inchizatori electro-mecanice,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Control Acces,4900.0,7.24,7.74,0.0,0.0
2026-07-29,pds40w,"Boxa PA 100V suspendata 30W culoare Alb, Power Dynamics, PDS40W",sonorizare pa 100v,1,PMax - New - Sonorizari,500.0,7.22,7.72,0.0,0.0
2026-07-29,kx-tgc210fxb,"Telefon Panasonic DECT, wireless, caller ID, speaker, speed dial, keypad lock, KX-TGC210FXB",echipamente telecomunicatii,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.2,7.7,0.0,0.0
2026-07-29,gxp2160,"Telefon VOIP 6 conturi SIP Grandstream GXP2160, display LCD color 480×272, switch incorporat",echipamente telecomunicatii,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.2,7.7,0.0,0.0
2026-07-29,ipc-b469ha-lu,"Camera de supraveghere IP Hikvision HiLook IPC-B469HA-LU, ColorVu, 6MP 3K, 2.8mm, Iluminare Duala 50m, Microfon, PoE, IP67",camere ip,1,PMax - New - Supraveghere Video,10000.0,7.19,7.69,0.0,0.0
2026-07-29,ds-2cd2347g2h-lisu/sl(2.8mm)(ef),"Camera de supraveghere IP Hikvision DS-2CD2347G2H-LISU/SL(2.8mm)(eF), 4MP ColorVu, Smart Hybrid Light, audio bidirectional, slot card microSD, PoE, IP",camere ip,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,7.19,7.68,0.0,0.0
2026-07-29,ipc-hdw3549tm-as-led-28b,"Camera IP Dome Dahua, Full Color, 5MP, lentila 2.8 mm, LED 30m, IPC-HDW3549TM-AS-LED-28B",camere ip,1,PMax - New - Supraveghere Video,10000.0,7.18,7.67,0.0,0.0
2026-07-29,mc-tu,"Senzor / Contact magnetic wireless, 55mA, cu Wi-Fi, compatibil cu Tuya Smart, Google, Alexa, Safer MC-TU",dispozitive smart home,1,PMax - New - SmartHome,2000.0,7.18,7.67,0.21,0.028
2026-07-29,yrs50004,"Soclu pentru relee RS/PT5, 24V, terminale cu surub, 14 poli, 10A, Schrack, YRS50004",accesorii,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - Purchase - Accesorii,6600.0,7.18,7.68,0.0,0.0
2026-07-29,stb_p1,"Etrier de montaj panouri bifaciale, otel zincat, montaj pe perete, culoare alba, STB_P1",accesorii,1,PMax - Purchase - Accesorii,3300.0,7.18,7.67,0.0,0.0
2026-07-29,ds-3e0106hp-e,"Switch 4 porturi PoE+, 2 porturi uplink, Hikvision DS-3E0106HP-E",echipamente retea,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,7.18,7.67,33.89,4.418
2026-07-29,4932472227xset10,"Set 10 discuri lamelare zirconiu Milwaukee, granulatie 120, diametru 125mm, pentru metale feroase, 4932472227xset10",scule de mana,1,PMax - Scule si Unelte,4000.0,7.18,7.67,338.99,44.197
2026-07-29,vph.02f03.elbtl,"Post video exterior pentru videointerfon Electra, 2 familii, montaj incastrat, negru, VPH.02F03.ELBTL",videointerfon,2,DGen - All other categories | PMax - New - Interfoane,2400.0,7.17,7.67,0.0,0.0
