report_date,product_item_id,product,category,campaign_count,source_campaigns,daily_budget_total,spend_mtd_est,spend_30d,conv_value_30d,roas_30d
2026-07-29,sd2a500hb-gn-aw-pv-0400-s2,"Camera de supraveghere IP WiFi PT, Full Color, 2K 5MP, 4mm, Iluminare duala 30m, Alarma acustica si optica, MicroSD, Dahua SD2A500HB-GN-AW-PV-0400-S2",camere ip wireless,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,72.27,77.26,660.64,8.551
2026-07-29,ipc-b1e49-a-il-0280b-s2,"Camera supraveghere IP Dahua ECO Series IPC-B1E49-A-IL-0280B-S2, 4MP, 2.8mm, Iluminare duala, microfon, PoE, IP67",camere ip,3,DGen - Supraveghere | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Supraveghere Video,14300.0,72.17,77.15,145.75,1.889
2026-07-29,all-kie-plusi4-r3,"Releu inteligent wireless Shelly i4 GEN3, Bluetooth, Wi-Fi, aplicatie mobila, ALL-KIE-PLUSI4-R3",dispozitive smart home,2,DGen - All other categories | PMax - New - SmartHome,2600.0,72.09,77.06,507.8,6.59
2026-07-29,ipc-hfw2441dg-4g-sp-b-0360b,"Camera de supraveghere 4G cu panou solar si baterie, 4 MP, Iluminare duala, microfon si difuzor, slot MicroSD, Dahua IPC-HFW2441DG-4G-SP-B-0360B",camere ip wireless,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,72.05,77.02,0.0,0.0
2026-07-29,upli-li100ke-cg01b,Ups 1000VA/600W cu AVR si 4 prize Njoy Keen 1000 UPLI-LI100KE-CG01B,rack si ups,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Accesorii Supraveghere,6600.0,72.0,76.96,0.0,0.0
2026-07-29,ds-2cd1043g2-liu(2.8mm),"Camera supraveghere IP Hikvision DS-2CD1043G2-LIU(2.8mm), 4MP, Smart Hybrid Light, Detectare miscare, Microfon, PoE, IP67",camere ip,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,71.84,76.79,2415.58,31.456
2026-07-29,ipc-b1e29-a-il-0360b-s2,"Camera supraveghere IP Dahua Eco Series IPC-B1E29-A-IL-0360B-S2, 2MP, 3.6mm, Iluminare duala, Microfon, PoE, IP67",camere ip,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,71.84,76.79,673.62,8.772
2026-07-29,yk-bar-sbm,"Suport mobil de brat pentru bariere, sistem de amortizare, inaltime ajustabila 830mm- 870mm, YK-BAR-SBM",bariera si sistem parcare,2,DGen - Automatizari + ViewThrough Conversions from 01.07.26 | PMax - New - Automatizari Porti,5250.0,71.79,76.74,1826.6,23.802
2026-07-29,pdw360mp3,"Amplificator pentru sonorizare Power Dynamics PDW360MP3, 6 zone, 200W, Bluetooth, USB, SD, FM",sonorizare 4-8-16 ohmi,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Sonorizari,3800.0,71.72,76.67,224.4,2.927
2026-07-29,4932499025,"Cleste de sertizat Milwaukee, 3 cavitati de sertizare, maner ergonomic, 4932499025",scule de mana,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,71.69,76.63,450.0,5.872
2026-07-29,sd2c400na-b-pv-0400-s2-pro,"Camera speed dome IP WizSense Dahua SD2C400NA-B-PV-0400-S2-PRO, 4MP, 4mm, WizColor, LED alb 30m, Alarma, Audio bidirectional, PoE, IP66",camere ip profesionale,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,71.6,76.54,460.4,6.016
2026-07-29,cs-tp9 (4k nfc),"Videointerfon smart EZVIZ TP 9 Pro 4K , 2mm, IR, detectie persoane, audio bidirectional, NFC RFID QR, microSD + cloud, 24VDC, interior + exterior, CS-",videointerfon,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Interfoane,5700.0,71.47,76.4,276.02,3.613
2026-07-29,zts1210-09f,Sursa alimentare 12V-10A cu 9 iesiri protejate ZTS1210-09F,alimentatori si surse,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,71.34,76.26,272.08,3.568
2026-07-29,lr61 v4061 b2,"Baterii alcaline VARTA ALKALINE Special AAAA, LR61 V4061 B2",accesorii alarme,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - Purchase - Accesorii,6600.0,71.26,76.18,232.91,3.057
2026-07-29,ted003225,"Acumulator VRLA, 12V, 7.1Ah, F2 T2, TED003225",accesorii alarme,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,71.12,76.02,690.4,9.082
2026-07-29,1ab0300000,"Placa de comanda Optimo 3-5-SKYLINE-ERGO-SINUO 3-5, cu cutie si traf, Life 1AB0300000",porti batante,2,DGen - Automatizari + ViewThrough Conversions from 01.07.26 | PMax - New - Automatizari Porti,5250.0,71.09,76.0,2.78,0.037
2026-07-29,saf-nc-6637,"Rack 19 inch, 37U, 600x 600, sarcina 800kg, pentru podea, otel, negru, Safer SAF-NC-6637",rack si ups,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Accesorii Supraveghere,6600.0,71.03,75.93,0.0,0.0
2026-07-29,ls01k,"Set 2 stative pentru boxe Vonyx LS01K, 100-175cm, geanta de transport inclusa",sisteme sonorizare home,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Sonorizari,4400.0,70.76,75.64,266.99,3.53
2026-07-29,ds-2cd2783g2-lizs2u(2.8-12mm),"Camera de supraveghere IP Hikvision, 8MP 4K, 2.8–12mm, AcuSense, IR 40m, WDR 120dB, microSD, PoE, IP67, IK10, DS-2CD2783G2-LIZS2U(2.8-12mm)",camere ip,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,70.74,75.62,0.0,0.0
2026-07-29,32-440/3314,"Cutie din Plastic ABS, 330x250x140mm, pentru exterior IP65, 32-440/3314",GoogleCategoryID 127,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,70.61,75.48,529.03,7.009
2026-07-29,12v/25a/b,"Sursa de alimentare SMPS 12V - 25 Ah (300W) cu 3 iesiri, 12V/25A/B",alimentatori si surse,1,PMax - New - Accesorii Supraveghere,3300.0,70.58,75.45,166.99,2.213
2026-07-29,c-strike 9,"Bolt electric, fail safe, 800 kgf, NC/COM/NO, temporizator, 12V, 5 fire, SECUKEY, C-Strike 9",inchizatori electro-mecanice,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Control Acces,4900.0,70.5,75.36,172.07,2.283
2026-07-29,rack 27u,"Rack de podea 19 inchi 27U 600x600 usa frontala sticla, RACK 27U",rack si ups,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Accesorii Supraveghere,6600.0,70.47,75.33,1649.99,21.903
2026-07-29,vcontrol 4-r,"Videointerfon cu control acces, Wi-Fi, card RFID, Tuya, Wiegand, 12V, Secukey, Vcontrol 4-R",videointerfon,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Interfoane,5700.0,70.37,75.22,391.66,5.207
2026-07-29,sku-890,"Lampa stradala LED pentru iluminat exterior V-TAC, driver Inventronics, IP65, 153x70, 10kV, AC305V, 60mm, SKU-890",accesorii automatizari porti,1,PMax - Purchase - Accesorii,3300.0,70.3,75.15,2.85,0.038
2026-07-29,sun2000-3ktl-l1,Invertor hibrid monofazat Huawei 3KW interfata WLAN SUN2000-3KTL-L1,sisteme fotovoltaice,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - FotoVoltaice/Solare,5900.0,70.28,75.13,6.09,0.081
2026-07-29,ipc-t1e20-a-0280b,"Camera supraveghere IP Dahua Eco Series IPC-T1E20-A-0280B, 2MP, 2.8mm, IR 30m, Microfon, PoE, IP67",camere ip,3,DGen - Promo - NO RMKT - tROAS - PUR | DGen - Supraveghere | PMax - New - Supraveghere Video,11300.0,70.15,74.99,44.68,0.596
2026-07-29,vto2111d-p-s3,"Videointerfon IP Dahua VTO2111D-P-S3, camera 2MP, Iluminare IR, Comunicare bidirectionala, PoE, IP65, IK04",videointerfon,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Interfoane,5700.0,70.12,74.95,19750.56,263.501
2026-07-29,ds18b20,"Senzor de temperatura rezistent la apa Shelly, DS18B20",dispozitive smart home,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - SmartHome,5900.0,70.07,74.9,173.08,2.311
2026-07-29,eap650-outdoor,"Access Point Wi-Fi 6 AX3000, Tehnologie Omada Mesh, PoE, IP67, Montare in interior/exterior, TP-LINK EAP650-Outdoor",echipamente retea,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,70.01,74.84,0.0,0.0
2026-07-29,4933441930-promo,"Kit masina de gaurit subcompacta Milwaukee M12 si o carota SDS-Plus TCT, 4933441930-PROMO",GoogleCategoryID 115,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,69.99,74.82,0.0,0.0
2026-07-29,asy-6u-6060w,"Rack 6U, 19 inch, 600x600, negru, motaj pe perete, metalic, usa din sticla securizata, Asytech, ASY-6U-6060W",rack si ups,1,PMax - New - Accesorii Supraveghere,3300.0,69.98,74.81,472.99,6.323
2026-07-29,prg.tag.elt,"Programator de Tag-uri RFID Electra PRG.TAG.ELT, 5V, carcasa plastic",accesorii interfon si videointerfon,1,PMax - Purchase - Accesorii,3300.0,69.93,74.75,0.0,0.0
2026-07-29,yks-803d2,"Buton aplicabil cu cheie, sistem revenire automata, contact de tip NO si NC, 16A 240V, pentru interior, negru, YKS-803D2",accesorii automatizari porti,1,PMax - Purchase - Accesorii,3300.0,69.92,74.74,121.87,1.631
2026-07-29,je-h(st)fe180/e90-4x2x0.8,"Cablu incendiu JE-H(ST)FE180/E90, 4x2x0.8, rezistenta la fum, cupru, JE-H(ST)FE180/E90-4x2x0.8",accesorii,1,PMax - Purchase - Accesorii,3300.0,69.84,74.65,1.43,0.019
2026-07-29,4933451903,"Set 2 acumulatori 6.0Ah Li-Ion si incarcator Milwaukee M12 NRG-602, 4933451903",scule electrice,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - Scule si Unelte,7300.0,69.83,74.65,1659.82,22.235
2026-07-29,4933492839,"Masina de insurubat compacta cu impact Milwaukee M18 BLIDRC, motor fara perii 1/4 Hex, fara acumulator, 4933492839",scule electrice,2,PMax - Poor Products - Shopping - LOW ROAS | PMax - Promotii - Full Assets - Male - 25 to 55,1600.0,69.83,74.65,1084.11,14.523
2026-07-29,iec-320c14,"Mufa AC TATA, C14, 250V, AC10A, Safer IEC-320C14",rack si ups,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Accesorii Supraveghere,6600.0,69.79,74.6,227.93,3.055
2026-07-29,kit asta,Brat bariera 5 metri Life KIT ASTA,bariera si sistem parcare,2,DGen - Automatizari + ViewThrough Conversions from 01.07.26 | PMax - New - Automatizari Porti,5250.0,69.39,74.17,0.0,0.0
2026-07-29,ipc-k7fp-5h0we,"Camera Imou Cruiser SC, Wi-Fi 6, 5MP Full Color, Alarma AI, Iluminare Duala 30m, PT, Microfon, Difuzor, IPC-K7FP-5H0WE",camere ip wireless,4,DGen - Promo - NO RMKT - tROAS - PUR | DGen - RMKT Only Audiences | PMax - Poor Products - Shopping - LOW ROAS | PMax - Promotii - Full Assets - Male - 25 to 55,2400.0,69.36,74.14,447.9,6.041
2026-07-29,saf-xzu120-12-9,"Sursa alimentare 9 canale, 12V, 10A, 120W, Safer SAF-XZU120-12-9",alimentatori si surse,1,PMax - New - Accesorii Supraveghere,3300.0,69.35,74.14,480.53,6.482
2026-07-29,rackfan4,"Cooler cu patru ventilatoare si termostat pentru rack, Safer RACKFAN4",rack si ups,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,69.24,74.01,243.04,3.284
2026-07-29,tc-c321n 1cnb-28,"Camera IP Tiandy, 2MP, 2.8mm, IR 30m, Microfon, IP67, PoE, TC-C321N 1CNB-28",camere ip,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,69.23,74.0,161.13,2.177
2026-07-29,cs-hg2 (600kg),"Automatizare poarta culisanta Ezviz HG2 600 Pro, 600kg, Wi-Fi, detectie miscare, aplicatie mobila, CS-HG2 (600KG)",porti culisante,2,DGen - Automatizari + ViewThrough Conversions from 01.07.26 | PMax - New - Automatizari Porti,5250.0,69.2,73.98,0.0,0.0
2026-07-29,lm43-f200,"Monitor 43 inch, Full HD, 60 Hz, 8 ms, HDMI, VGA, USB, Dahua, LM43-F200",monitoare,1,PMax - New - Accesorii Supraveghere,3300.0,69.18,73.95,0.0,0.0
2026-07-29,scu.14313.elgtl,"Sursa de alimentare pentru videointerfon Electra, multi-familial, 14V, carcasa ABS, montaj sina DIN, SCU.14313.ELGTL",videointerfon,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Interfoane,5700.0,69.14,73.9,309.51,4.188
2026-07-29,elevokit620r13,"Automatizare usa garaj 620N ridicare 2,45 m King Gates Elevo ELEVOKIT620R13",usi de garaj,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,69.1,73.87,202.49,2.741
2026-07-29,c65h+g,"Kit feronerie poarta autoportanta 500Kg cu console superioare suplimentare, C65H+G",GoogleCategoryID 127,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,69.02,73.78,0.0,0.0
2026-07-29,4932500309,"Rucsac santier Milwaukee cu baza intarita, nylon balistic 1680D, 35 buzunare, 4932500309","dulap scule, depozitare scule",1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,68.95,73.71,0.0,0.0
2026-07-29,4933451014,"Masina de gaurit cu talpa magnetica Milwaukee MDP 41, 1200W, diametru gaurire 41mm, forta magnetica 8890N, functie AUTOSTOP, 4933451014",scule electrice,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - Scule si Unelte,7900.0,68.93,73.68,564.97,7.668
2026-07-29,yb-100,Bolt electric de inalta siguranta cu actiune magnetica YB-100,inchizatori electro-mecanice,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Control Acces,4900.0,68.92,73.68,1137.16,15.434
2026-07-29,saf-nvr50232(u),"NVR 32 de canale, 16MP, latime de banda 320Mbps, 2 sloturi SATA, Safer SAF-NVR50232(U)",nvr-uri,4,DGen - Promo - NO RMKT - tROAS - PUR | DGen - RMKT Only Audiences | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - Promotii - Full Assets - Male - 25 to 55,4600.0,68.91,73.66,533.46,7.242
2026-07-29,pc02,"Set fotocelule compatibile cu automatizarile de porti LINOMATIK, PC02",accesorii automatizari porti,1,PMax - Purchase - Accesorii,3300.0,68.9,73.65,1117.69,15.176
2026-07-29,ht601b,Detector scurgeri de gaz cu alarma Habotest HT601B,aparate de masura,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,68.89,73.64,1094.39,14.861
2026-07-29,tc-k25c6,Mufa RJ45 UTP CAT6 Trendnet TC-K25C6,video balun si mufe,1,PMax - New - Accesorii Supraveghere,3300.0,68.87,73.61,392.5,5.332
2026-07-29,am5a,"Mixer activ Vonyx AM5A, cu amplificator de 2x 500W, 5 canale, Bluetooth, port USB, MP3, slot SD",sonorizare 4-8-16 ohmi,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Sonorizari,4400.0,68.72,73.46,253.96,3.457
2026-07-29,wbk-400a-2,"Telecomanda suplimentara 2 butoane, WBK-400A-2",accesorii automatizari porti,1,PMax - Purchase - Accesorii,3300.0,68.54,73.27,0.0,0.0
2026-07-29,sg15.0rt afci,"Invertor SUNGROW Trifazat, On-Grid, 15kW, WLAN, IP65, SG15.0RT AFCI",sisteme fotovoltaice,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - FotoVoltaice/Solare,5900.0,68.5,73.23,956.19,13.058
2026-07-29,cs-bc1c (4k),"Camera supraveghere exterior cu baterie Ezviz BC1C, 4K, Iluminare duala, Wi-Fi 6, audio, slot microSD, IP65, CS-BC1c (4K)",camere ip wireless,4,DGen - Supraveghere | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Supraveghere Video | PMax - Promotii - Full Assets - Male - 25 to 55,14800.0,68.46,73.19,82.02,1.121
2026-07-29,ka8103.100,"Set feronerie culisare 90 de grade curba, 1m, Fac KA8103.100",porti culisante,3,DGen - Automatizari + ViewThrough Conversions from 01.07.26 | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Automatizari Porti,8550.0,68.32,73.03,13.74,0.188
2026-07-29,ds-kis603-p(c),"Kit videointerfon IP, Hikvision DS-KIS603-P , 2MP Full HD, PoE, monitor wireless",videointerfon,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,68.26,72.97,5058.94,69.329
2026-07-29,tag.elt.000,"Cartela interfon Electra, TAG.ELT.000",accesorii control acces,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Control Acces,4300.0,68.24,72.94,1754.1,24.047
2026-07-29,nas-ws02w,"Senzor de apa SMART wireless, Wi-FI Tuya, baterie CR2x1, raza conectare 45m, cu aplicatie telefon, IP67, Rehent NAS-WS02W",dispozitive smart home,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - SmartHome,5900.0,68.18,72.89,97.99,1.344
2026-07-29,p4s.vbs,"Post exterior video Electra P4S.VBS, carcasa din inox si aluminiu, tastatura iluminata, Classic Line, 800 TVL",videointerfon,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,68.13,72.83,0.0,0.0
2026-07-29,cs-eb8/sp,"Camera cu SIM 4G si panou solar Ezviz CS-EB8/SP, 2K, 2.8mm, 4.2W, Acumulator 10400 mAh, slot card MicroSD, audio bidirectional",camere ip wireless,5,DGen - Promo - NO RMKT - tROAS - PUR | DGen - RMKT Only Audiences | DGen - Supraveghere | PMax - New - Supraveghere Video | PMax - Promotii - Full Assets - Male - 25 to 55,12300.0,68.03,72.72,2842.3,39.087
2026-07-29,bf 100a,Bariera activa de fum 100 metri AVS BF 100A,"senzori fum, gaz, standalone",2,DGen - All other categories | PMax - New - Alarme antiincendiu,1700.0,67.84,72.52,0.0,0.0
2026-07-29,sonoff hydro series hydro one,"Valva irigatie smart gradina Sonoff Hydro ONE, Zigbee 3.0, contor debit, BLE, IP55, 4xAA, SWV-ZFE",dispozitive smart home,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - SmartHome,5300.0,67.8,72.48,90.43,1.248
2026-07-29,tf-c100/64gb,"Card de memorie pentru stocare video Micro SD 64GB Clasa 10 Dahua, TF-C100/64GB",hard disk-uri,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,67.51,72.17,216.58,3.001
2026-07-29,ut216c,"Clampmetru digital UNI-T UT216C, afisaj LCD, 600A, functie NCV",aparate de masura,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,67.32,71.96,2029.96,28.21
2026-07-29,4932480456,"Set chei tubulare Milwaukee Shockwave Impact Duty 1/2 inch, 13 buc, 10-24mm, imbinare universala 15 grade, 4932480456",scule de mana,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,67.19,71.82,252.19,3.511
2026-07-29,saf-kitbalun4k,"Set videobalun 4K - 8MP/5MP AHD/CVI/TVI, SAF-KITBALUN4K",video balun si mufe,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,67.11,71.74,2027.37,28.26
2026-07-29,ted003133,"Acumulator VRLA, 12V, 3.5Ah, TED003133, 134x 67x 60mm",accesorii alarme,1,PMax - Purchase - Accesorii,3300.0,67.08,71.71,163.98,2.287
2026-07-29,sun-6k-sg05lp1-eu-am2-p,"Invertor Hibrid Monofazat Deye SUN-6K-SG05LP1-EU-AM2-P, 6KW, eficienta 97.6%, IP65",sisteme fotovoltaice,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - FotoVoltaice/Solare,5900.0,67.02,71.64,138.86,1.938
2026-07-29,4933471835,"Masina de gaurit cu carota diamantata Milwaukee, 150mm, MX FUEL, sistem AUTOSTOP, functie ONE-KEY, 4933471835",scule electrice,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - Scule si Unelte,7900.0,66.89,71.51,0.0,0.0
2026-07-29,1.7833.0714,"Zavor mecanic aplicat din otel si alama, 3x chei incluse in pachet, VIRO 1.7833.0714",inchizatori electro-mecanice,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Control Acces,4900.0,66.8,71.41,577.19,8.083
2026-07-29,ted000323,"UPS pentru centrale termice pe lemn / gaz / 700W, 1100VA sinusoida Pura, transfer 6ms, TED000323",rack si ups,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,66.8,71.4,0.0,0.0
2026-07-29,ge4012ff,"Acumulator VRLA cu gel, 12V, 126W/celula, pentru UPS-uri, Njoy GE4012FF",rack si ups,1,PMax - New - Accesorii Supraveghere,3300.0,66.79,71.4,50.26,0.704
2026-07-29,cpe610,Acces point pentru exterior de 300Mbps pe banda de 5 GHz 23dBi TP-Link CPE610,echipamente retea,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,66.54,71.12,0.06,0.001
2026-07-29,ds-2cd2t43g2-2i(2.8mm),"Camera de supraveghere IP, AcuSense, 4MP, 2.8 mm, IR 60m, PoE, MicroSD, Hikvision DS-2CD2T43G2-2I(2.8mm)",camere ip,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,66.51,71.09,23.57,0.332
2026-07-29,ahd710p-2tu31-c(black),"Hard disk Extern, 2TB, ADATA, USB, pentru export video, negru, AHD710P-2TU31-C(Black)",hard disk-uri,1,PMax - New - Accesorii Supraveghere,3300.0,66.42,71.0,644.99,9.085
2026-07-29,karaoke-star4,"Set Karaoke all In one, boxe, mixer si 2 microfoane, USB Bluetooth, 2x75W, LTC KARAOKE-STAR4",kit-uri de sonorizare,3,DGen - All other categories | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Sonorizari,4400.0,66.25,70.82,14.43,0.204
2026-07-29,sftp6a-0.5m-b,"Patchcord S/FTP Cat 6A, 0.5M, Albastru, SFTP6A-0.5M-B, SAFER",cabluri supraveghere,1,PMax - New - Accesorii Supraveghere,3300.0,66.24,70.81,49.06,0.693
2026-07-29,cutie180x270x100,"Cutie din termo-plastic cu presetupe si garnitura, IP65, 180x270x100mm, CUTIE180X270X100",alimentatori si surse,1,PMax - Poor Products - Shopping - LOW ROAS,1100.0,66.2,70.76,2490.92,35.202
2026-07-29,ptz-t4225i-d(e),"Camera Speed Dome PTZ Hikvision HiLook PTZ-T4225I-D(E), Turbo HD, Darkfighter, 2MP FULL HD, IR 100m, 25x zoom optic, IP66",camere supraveghere exterior,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,66.18,70.74,0.0,0.0
2026-07-29,ds-2ce17h0t-it3f(c),"Camera de exterior, Hikvision, 5MP, lentila 2.8 mm, IR 40m, DS-2CE17H0T-IT3F",camere supraveghere exterior,2,PMax - Poor Products - Shopping - LOW ROAS | Video Views - NO RMKT - NO Product Feed,1200.0,66.06,70.61,351.73,4.981
2026-07-29,shelly pro 3em-400a,"Releu smart WiFi, Shelly PRO 3EM-400A, trifazat, contor consum, 3 canale, 2.4 GHz, sina DIN",dispozitive smart home,2,DGen - All other categories | PMax - New - SmartHome,2600.0,66.05,70.6,343.52,4.865
2026-07-29,ups_rack_1500va,"UPS Rackabil, 1500VA, 1350W, sinusoida pura, Safer, UPS_RACK_1500VA",rack si ups,1,PMax - New - Accesorii Supraveghere,3300.0,66.02,70.57,0.0,0.0
2026-07-29,4933471404,"Pistol pentru cuie Milwaukee M18 FFN-502C, unghi inclinare 30-34 grade, cuie 50-90mm, 2 acumulatori M18 B5 inclusi, sistem FUEL, 4933471404",scule electrice,3,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - Promotii - Full Assets - Male - 25 to 55 | PMax - Scule si Unelte,7800.0,65.92,70.46,0.0,0.0
2026-07-29,23-820/led,"Pergola bioclimatica Virtuoso 23-820/LED, 3000x4000mm, LED, acoperis reglabil, aluminiu",pergole si mobilier gradina,1,PMax - Catch All - Shopping Only - No  Brand - Low tROAS,3300.0,65.9,70.44,0.0,0.0
2026-07-29,ipc-s2vbp-5m0wr,"Camera IP PT Rex VT Imou IPC-S2VBP-5M0WR, 5MP, Wi-Fi, IR 20m, functie apel video, Audio bidirectional, Alarma, slot microSD",camere ip wireless,3,DGen - Supraveghere | PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Supraveghere Video,14300.0,65.81,70.34,0.0,0.0
2026-07-29,cs-dl06-pro,"Incuietoare inteligenta usa EZVIZ DL06 Pro CS-DL06-PRO, Wi-Fi 2.4GHz, Bluetooth, amprenta, cod, card, cheie, IP65, baterie",dispozitive smart home,5,DGen - All other categories | DGen - Promo - NO RMKT - tROAS - PUR | DGen - RMKT Only Audiences | PMax - New - SmartHome | PMax - Promotii - Full Assets - Male - 25 to 55,3900.0,65.79,70.33,137.66,1.957
2026-07-29,ipc-p5as-pv,"Camera supraveghere wireless PT Dahua IPC-P5AS-PV, Wi-Fi 6, 5MP, 4mm, Iluminare duala, Alarma Active Defense, Comunicare bidirectionala, slot microSD,",camere ip wireless,4,DGen - Promo - NO RMKT - tROAS - PUR | DGen - RMKT Only Audiences | PMax - Poor Products - Shopping - LOW ROAS | PMax - Promotii - Full Assets - Male - 25 to 55,2400.0,65.78,70.31,24.32,0.346
2026-07-29,u ka5102.106,"Kit accesorii feronerie pentru poarta culisanta telescopica 3X2 metri, 200kg/semifoaie, Deschidere 6m, FAC KA5102.002",porti culisante,2,DGen - Automatizari + ViewThrough Conversions from 01.07.26 | PMax - New - Automatizari Porti,5250.0,65.76,70.3,12.54,0.178
2026-07-29,renon-16kw,"Acumulator Renon RENON-16KW, 314Ah, 16kWh, 51.2V, IP55",accesorii alarme,1,PMax - Purchase - Accesorii,3300.0,65.74,70.27,0.0,0.0
2026-07-29,sk-8em-w-ty,"Control acces standalone, cu cititor RFID, compatibil cu aplicatia Tuya, Wi-Fi 2.4GHz, Wiegand, IP68, Yli SK-8EM-W-TY",centrale si dispozitive stand-alone,2,PMax - New - Control Acces | PMax - Poor Products - Shopping - LOW ROAS,2100.0,65.74,70.27,352.45,5.016
2026-07-29,saf-ipcptz2mp50f27135-dl(u),"Camera supraveghere IP Safer, PTZ, 2MP, IR 50m, zoom optic 5x,audio bidirectional, slot microSD, LightHunter, IP66, PoE, SAF-IPCPTZ2MP50F27135-DL(U)",camere ip profesionale,2,DGen - Supraveghere | PMax - New - Supraveghere Video,11000.0,65.72,70.25,0.0,0.0
2026-07-29,uhf 200m,"Statie cu 2 microfoane UHF wireless, 2x 16 canale, latime banda 30MHz, ecran LCD, Ibiza Sound UHF 200M",microfoane,2,PMax - Catch All - Shopping Only - No  Brand - Low tROAS | PMax - New - Sonorizari,3800.0,65.66,70.19,0.0,0.0
2026-07-29,4933479584,"Masina de tuns iarba autopropulsata M18 FUEL Milwaukee, lama de otel 53cm, viteza taiere 6.4km/h, 4933479584",scule si unelte pentru gradinarit,2,PMax - Poor Products - Shopping - LOW ROAS | PMax - Promotii - Full Assets - Male - 25 to 55,1600.0,65.6,70.12,7178.1,102.365
