report_date,month_day,month_days,monthly_budget,spend_mtd,spend_expected,pacing_ratio,forecast_month_end,remaining_budget,forecast_ratio_vs_budget
2026-08-16,16,31,575000.0,266987.0370962581,296774.1935483871,0.8996302336939132,517287.384374,308012.9629037419,0.899630233693913
